outfit_id,item_id
101230201,101230201_1
101230201,101230201_2
101230201,101230201_3
101230201,101230201_5
101230201,101230201_6
101230201,101230201_7
101230201,101230201_8
101268017,101268017_1
101268017,101268017_2
101268017,101268017_3
101268017,101268017_4
101268017,101268017_5
101268017,101268017_6
101268017,101268017_7
101268017,101268017_8
101271343,101271343_1
101271343,101271343_4
101271343,101271343_5
101271343,101271343_6
101271343,101271343_7
101271343,101271343_8
101277108,101277108_1
101277108,101277108_2
101277108,101277108_3
101277108,101277108_4
101277108,101277108_5
101277108,101277108_6
101277108,101277108_7
101303866,101303866_1
101303866,101303866_2
101303866,101303866_3
101303866,101303866_4
101303866,101303866_5
101303866,101303866_6
101303866,101303866_7
101303866,101303866_8
101310439,101310439_1
101310439,101310439_3
101311946,101311946_3
101311946,101311946_4
101311946,101311946_5
101316371,101316371_1
101316371,101316371_4
101316371,101316371_7
101316371,101316371_8
101318104,101318104_1
101318104,101318104_3
101318104,101318104_4
101318104,101318104_5
101318104,101318104_6
101331604,101331604_1
101331604,101331604_2
101331604,101331604_3
101331604,101331604_6
101331604,101331604_7
101340522,101340522_1
101340522,101340522_2
101340522,101340522_3
101340522,101340522_4
101340522,101340522_5
101340522,101340522_6
101347010,101347010_1
101347010,101347010_2
101347010,101347010_4
101370154,101370154_1
101370154,101370154_2
101370154,101370154_3
101370154,101370154_4
101370154,101370154_7
101405067,101405067_1
101405067,101405067_2
101405067,101405067_4
101405067,101405067_5
101405067,101405067_6
101421001,101421001_2
101424740,101424740_3
101424740,101424740_4
101424740,101424740_5
101424740,101424740_7
101424740,101424740_8
101429446,101429446_2
101429446,101429446_3
101429446,101429446_4
101429446,101429446_5
101429446,101429446_6
101429446,101429446_8
101455648,101455648_5
101457240,101457240_1
101457240,101457240_2
101457240,101457240_3
101457240,101457240_4
101457240,101457240_5
101457240,101457240_6
101457240,101457240_7
101457240,101457240_8
101461933,101461933_1
101461933,101461933_3
101461933,101461933_4
101461933,101461933_5
101473375,101473375_1
101473375,101473375_2
101473375,101473375_3
101473375,101473375_4
101478878,101478878_1
101478878,101478878_3
101478878,101478878_6
101518782,101518782_1
101518782,101518782_2
101518782,101518782_3
101518782,101518782_4
101534590,101534590_1
101534590,101534590_2
101534590,101534590_3
101534590,101534590_4
101534590,101534590_5
101534590,101534590_6
101534590,101534590_8
101557560,101557560_1
101557560,101557560_3
101557560,101557560_4
101557560,101557560_5
101557560,101557560_6
101557560,101557560_7
101557560,101557560_8
101559810,101559810_1
101559810,101559810_2
101559810,101559810_3
101559810,101559810_5
101559810,101559810_7
101559810,101559810_8
101561266,101561266_1
101561266,101561266_2
101561266,101561266_3
101561266,101561266_4
101561266,101561266_5
101561266,101561266_7
101570167,101570167_1
101570167,101570167_2
101570167,101570167_3
101570167,101570167_4
101570167,101570167_6
101570167,101570167_7
101571514,101571514_1
101571514,101571514_2
101571514,101571514_3
101571514,101571514_4
101571514,101571514_5
101571514,101571514_6
101571514,101571514_7
101624290,101624290_2
101635841,101635841_1
101635841,101635841_2
101635841,101635841_3
101635841,101635841_4
101635841,101635841_5
101635841,101635841_6
101661478,101661478_1
101661478,101661478_2
101661478,101661478_3
101661478,101661478_4
101661478,101661478_5
101661478,101661478_6
101676130,101676130_1
101676130,101676130_2
101676130,101676130_4
101676130,101676130_5
101676130,101676130_6
101676130,101676130_8
101681957,101681957_1
101681957,101681957_2
101681957,101681957_4
101681957,101681957_5
101687203,101687203_1
101687203,101687203_2
101687203,101687203_4
101694521,101694521_1
101694521,101694521_2
101694521,101694521_3
101694521,101694521_4
101694521,101694521_5
101716429,101716429_1
101716429,101716429_2
101716429,101716429_3
101716429,101716429_4
101716429,101716429_5
101716429,101716429_6
101716429,101716429_7
101716429,101716429_8
101748084,101748084_2
101748084,101748084_3
101748084,101748084_4
101752035,101752035_1
101752035,101752035_2
101752035,101752035_3
101752035,101752035_4
101752035,101752035_5
101752035,101752035_6
101752035,101752035_7
101781258,101781258_1
101781258,101781258_2
101781258,101781258_5
101781258,101781258_6
101781258,101781258_7
101799974,101799974_5
101799974,101799974_6
101799974,101799974_8
101830913,101830913_2
101830913,101830913_3
101858430,101858430_1
101858430,101858430_2
101858430,101858430_3
101858430,101858430_4
101858430,101858430_5
101858430,101858430_6
101858430,101858430_8
101869708,101869708_1
101869708,101869708_3
101869708,101869708_5
101869708,101869708_6
101869708,101869708_7
101869708,101869708_8
101886350,101886350_2
101886350,101886350_3
101886350,101886350_4
101886350,101886350_5
101886350,101886350_6
101886350,101886350_7
101894213,101894213_1
101894213,101894213_2
101894213,101894213_3
101894213,101894213_4
101894213,101894213_5
101894213,101894213_6
101894494,101894494_2
101894494,101894494_3
101894494,101894494_4
101894494,101894494_5
101894494,101894494_7
101895103,101895103_1
101895103,101895103_2
101895103,101895103_3
101895103,101895103_4
101895103,101895103_5
101895103,101895103_6
101895103,101895103_7
101895103,101895103_8
101901414,101901414_1
101901414,101901414_2
101901414,101901414_4
101901414,101901414_5
101901414,101901414_6
101901414,101901414_7
101931782,101931782_1
101931782,101931782_2
101931782,101931782_3
101931782,101931782_6
101931782,101931782_7
101981841,101981841_1
101981841,101981841_2
101981841,101981841_3
101981841,101981841_6
101981841,101981841_7
101981841,101981841_8
101988038,101988038_4
101988038,101988038_5
101988038,101988038_6
101988038,101988038_7
101988038,101988038_8
102004691,102004691_1
102004691,102004691_2
102004691,102004691_3
102004691,102004691_4
102004691,102004691_5
102004691,102004691_6
102004691,102004691_7
102004691,102004691_8
102016754,102016754_2
102016754,102016754_4
102016754,102016754_5
102016754,102016754_6
102016754,102016754_8
102017732,102017732_1
102017732,102017732_2
102017732,102017732_3
102017732,102017732_4
102027839,102027839_1
102027839,102027839_2
102027839,102027839_4
102027839,102027839_5
102032127,102032127_2
102032127,102032127_3
102032127,102032127_4
102032127,102032127_5
102032735,102032735_1
102032735,102032735_3
102032735,102032735_4
102032735,102032735_6
102040759,102040759_1
102040759,102040759_2
102040759,102040759_3
102040759,102040759_4
102040759,102040759_6
102040759,102040759_8
102090373,102090373_1
102090373,102090373_2
102090373,102090373_4
102090373,102090373_5
102090426,102090426_2
102090426,102090426_3
102090426,102090426_4
102090426,102090426_6
102093227,102093227_1
102093227,102093227_2
102093227,102093227_3
102093227,102093227_4
102093227,102093227_5
102093227,102093227_6
102093227,102093227_7
102098819,102098819_1
102098819,102098819_3
102098819,102098819_4
102098819,102098819_5
102098819,102098819_6
102103873,102103873_1
102103873,102103873_2
102103873,102103873_3
102103873,102103873_4
102103873,102103873_5
102103873,102103873_6
102103873,102103873_7
102103873,102103873_8
102112619,102112619_2
102112619,102112619_5
102112619,102112619_7
102124710,102124710_1
102124710,102124710_2
102124710,102124710_3
102124710,102124710_4
102124710,102124710_5
102124710,102124710_8
102125760,102125760_3
102125760,102125760_6
102125760,102125760_7
102125760,102125760_8
102157565,102157565_2
102157565,102157565_5
102164966,102164966_1
102164966,102164966_2
102164966,102164966_3
102164966,102164966_6
102164966,102164966_8
102165114,102165114_1
102165114,102165114_4
102209009,102209009_1
102209009,102209009_2
102209009,102209009_3
102209009,102209009_4
102209009,102209009_5
102209009,102209009_7
102209030,102209030_1
102209030,102209030_2
102246367,102246367_1
102246367,102246367_2
102246367,102246367_3
102246367,102246367_4
102246367,102246367_5
102246367,102246367_6
102246367,102246367_7
102246367,102246367_8
102251694,102251694_1
102251694,102251694_3
102251694,102251694_6
102266652,102266652_1
102266652,102266652_2
102266652,102266652_4
102286240,102286240_1
102286240,102286240_2
102286240,102286240_3
102286240,102286240_4
102286240,102286240_6
102294100,102294100_1
102294100,102294100_4
102294100,102294100_5
102335870,102335870_1
102335870,102335870_5
102348301,102348301_1
102348301,102348301_4
102348301,102348301_5
102348301,102348301_6
102348301,102348301_7
102391228,102391228_2
102391228,102391228_5
102391228,102391228_6
102391228,102391228_8
102396546,102396546_3
102396546,102396546_4
102396546,102396546_6
102396546,102396546_8
102399652,102399652_1
102399652,102399652_2
102399652,102399652_3
102399652,102399652_4
102399652,102399652_5
102399652,102399652_6
102399652,102399652_7
102399652,102399652_8
102414649,102414649_1
102414649,102414649_2
102414649,102414649_3
102414649,102414649_4
102438400,102438400_1
102438400,102438400_2
102438400,102438400_3
102438400,102438400_4
102438400,102438400_5
102438400,102438400_6
102470849,102470849_2
102470849,102470849_4
102470849,102470849_5
102470849,102470849_7
102502517,102502517_2
102502517,102502517_3
102503835,102503835_1
102503835,102503835_2
102503835,102503835_3
102503835,102503835_5
102503835,102503835_6
102503835,102503835_7
102503835,102503835_8
102511473,102511473_1
102511473,102511473_3
102511473,102511473_4
102511473,102511473_5
102516618,102516618_1
102516618,102516618_2
102516618,102516618_4
102516618,102516618_5
102516618,102516618_7
102516908,102516908_1
102516908,102516908_2
102516908,102516908_3
102516908,102516908_4
102516908,102516908_5
102516908,102516908_6
102516908,102516908_7
102617016,102617016_1
102654372,102654372_1
102654372,102654372_2
102654372,102654372_3
102654372,102654372_4
102654372,102654372_5
102654372,102654372_6
102665177,102665177_1
102665177,102665177_2
102665177,102665177_3
102665177,102665177_4
102665177,102665177_5
102665177,102665177_6
102665177,102665177_7
102665177,102665177_8
102756174,102756174_2
102756174,102756174_3
102756174,102756174_6
102756174,102756174_8
102761280,102761280_1
102761280,102761280_2
102761280,102761280_3
102761280,102761280_5
102761280,102761280_6
102761280,102761280_8
102784341,102784341_1
102784341,102784341_2
102784341,102784341_3
102784341,102784341_6
102784418,102784418_1
102784418,102784418_2
102784418,102784418_3
102784418,102784418_5
102784418,102784418_6
102784418,102784418_7
102784872,102784872_1
102784872,102784872_2
102784872,102784872_3
102784872,102784872_4
102784872,102784872_5
102785451,102785451_1
102785451,102785451_2
102785451,102785451_4
102785451,102785451_5
102788479,102788479_1
102788479,102788479_2
102788479,102788479_4
102788479,102788479_6
102788479,102788479_7
102788479,102788479_8
102804150,102804150_1
102804150,102804150_4
102817519,102817519_1
102817519,102817519_2
102817519,102817519_3
102817519,102817519_4
102817519,102817519_5
102817519,102817519_6
102817519,102817519_8
102851974,102851974_1
102851974,102851974_2
102851974,102851974_4
102861910,102861910_1
102861910,102861910_2
102861910,102861910_4
102861910,102861910_5
102865564,102865564_1
102865564,102865564_2
102865564,102865564_3
102871703,102871703_1
102871703,102871703_3
102871703,102871703_5
102878697,102878697_1
102878697,102878697_4
102878697,102878697_5
102878697,102878697_6
102894800,102894800_2
102894800,102894800_3
102894800,102894800_4
102894800,102894800_5
102894800,102894800_7
102894800,102894800_8
102895043,102895043_2
102895043,102895043_3
102895043,102895043_4
102895043,102895043_6
102895043,102895043_8
102898975,102898975_1
102898975,102898975_3
102898975,102898975_8
102911771,102911771_2
102911771,102911771_4
102911771,102911771_5
102911771,102911771_6
102911771,102911771_7
102911771,102911771_8
102935647,102935647_2
102935647,102935647_3
102935647,102935647_7
102935647,102935647_8
102949794,102949794_1
102949794,102949794_2
102949794,102949794_3
102949794,102949794_4
102949794,102949794_5
102950594,102950594_1
102950594,102950594_2
102950594,102950594_4
102950594,102950594_5
102950594,102950594_6
102950594,102950594_7
102950594,102950594_8
102957198,102957198_2
102957198,102957198_3
102957198,102957198_4
102957198,102957198_5
102957198,102957198_6
102957198,102957198_8
102965473,102965473_2
102965473,102965473_4
102970373,102970373_1
102970373,102970373_3
102970373,102970373_4
102970373,102970373_6
102970373,102970373_7
102970373,102970373_8
102970521,102970521_1
102970521,102970521_2
102995223,102995223_2
102995223,102995223_3
102995223,102995223_4
102995223,102995223_5
102995223,102995223_8
103049951,103049951_1
103049951,103049951_2
103049951,103049951_3
103049951,103049951_4
103049951,103049951_5
103049951,103049951_7
103049951,103049951_8
103061494,103061494_1
103061494,103061494_2
103061494,103061494_3
103061494,103061494_4
103061494,103061494_5
103061494,103061494_6
103061494,103061494_7
103061494,103061494_8
103120121,103120121_1
103120121,103120121_2
103120121,103120121_3
103120121,103120121_5
103120121,103120121_8
103152950,103152950_1
103152950,103152950_3
103152950,103152950_4
103152950,103152950_5
103152950,103152950_6
103221179,103221179_1
103221179,103221179_2
103221179,103221179_4
103253901,103253901_1
103253901,103253901_3
103253901,103253901_4
103253901,103253901_6
103253901,103253901_7
103375468,103375468_1
103375468,103375468_5
103375468,103375468_8
103461964,103461964_1
103461964,103461964_2
103461964,103461964_3
103461964,103461964_5
103461964,103461964_6
103483570,103483570_1
103483570,103483570_2
103483570,103483570_3
103483570,103483570_6
103483570,103483570_7
103514617,103514617_2
103514617,103514617_4
103514617,103514617_5
103514617,103514617_6
103514617,103514617_7
103540418,103540418_3
103540418,103540418_4
103541423,103541423_3
103569864,103569864_1
103569864,103569864_2
103569864,103569864_3
103569864,103569864_4
103569864,103569864_5
103569864,103569864_6
103569864,103569864_7
103569864,103569864_8
103578775,103578775_1
103578775,103578775_3
103578775,103578775_4
103583711,103583711_1
103583711,103583711_3
103583711,103583711_4
103583711,103583711_6
103583711,103583711_7
103593515,103593515_1
103593515,103593515_2
103593515,103593515_3
103593515,103593515_5
103593515,103593515_6
103593515,103593515_7
103593515,103593515_8
103654741,103654741_1
103654741,103654741_2
103654741,103654741_3
103654741,103654741_4
103654741,103654741_6
103654741,103654741_7
103654741,103654741_8
103663397,103663397_1
103663397,103663397_2
103663397,103663397_3
103663397,103663397_5
103663397,103663397_6
103663397,103663397_7
103684076,103684076_1
103684076,103684076_2
103684076,103684076_4
103684076,103684076_5
103684076,103684076_7
103684076,103684076_8
103694080,103694080_1
103694080,103694080_2
103694080,103694080_3
103694080,103694080_4
103694080,103694080_5
103694080,103694080_6
103694080,103694080_7
103723561,103723561_1
103723561,103723561_2
103723561,103723561_3
103739079,103739079_1
103739079,103739079_2
103739079,103739079_3
103739079,103739079_5
103739079,103739079_6
103739079,103739079_7
103739467,103739467_1
103739467,103739467_2
103739467,103739467_3
103739467,103739467_4
103739467,103739467_5
103739467,103739467_6
103739467,103739467_7
103739467,103739467_8
103759927,103759927_1
103759927,103759927_2
103759927,103759927_3
103759927,103759927_4
103759927,103759927_5
103759927,103759927_6
103759927,103759927_7
103759927,103759927_8
103761445,103761445_1
103761445,103761445_4
103781141,103781141_1
103781141,103781141_2
103781141,103781141_3
103781141,103781141_4
103781141,103781141_6
103797865,103797865_1
103797865,103797865_2
103797865,103797865_4
103797865,103797865_5
103797865,103797865_6
103799714,103799714_1
103799714,103799714_2
103799714,103799714_3
103799714,103799714_4
103799714,103799714_5
103799714,103799714_7
103799714,103799714_8
103801263,103801263_1
103801263,103801263_2
103801263,103801263_4
103801263,103801263_5
103811377,103811377_2
103811377,103811377_3
103811377,103811377_4
103811377,103811377_6
103811377,103811377_8
103840360,103840360_1
103840360,103840360_2
103840360,103840360_3
103840360,103840360_4
103840360,103840360_5
103840360,103840360_6
103840360,103840360_7
103843159,103843159_1
103843159,103843159_2
103843159,103843159_3
103843159,103843159_4
103843159,103843159_5
103843159,103843159_7
103867145,103867145_1
103867145,103867145_2
103867145,103867145_3
103867145,103867145_4
103867145,103867145_5
103867145,103867145_6
103867145,103867145_7
103867145,103867145_8
103867717,103867717_1
103867717,103867717_2
103867717,103867717_3
103867717,103867717_4
103890381,103890381_1
103890381,103890381_2
103890381,103890381_5
103910676,103910676_1
103910676,103910676_3
103910676,103910676_5
103910676,103910676_6
103910676,103910676_8
103913418,103913418_2
103913418,103913418_3
103913418,103913418_4
103937198,103937198_2
103937198,103937198_4
103937198,103937198_5
103937198,103937198_6
103937874,103937874_1
103937874,103937874_2
103937874,103937874_3
103937874,103937874_4
103937874,103937874_7
103959690,103959690_1
103959690,103959690_2
103959690,103959690_3
103984893,103984893_1
103984893,103984893_2
103984893,103984893_4
103984893,103984893_5
103984893,103984893_7
104003875,104003875_2
104003875,104003875_3
104003875,104003875_4
104003875,104003875_5
104003875,104003875_6
104003875,104003875_7
104030233,104030233_1
104030233,104030233_2
104030233,104030233_3
104030233,104030233_4
104030233,104030233_5
104030233,104030233_6
104030233,104030233_7
104030233,104030233_8
104070198,104070198_1
104070198,104070198_2
104070198,104070198_3
104070198,104070198_6
104102446,104102446_1
104102446,104102446_2
104102446,104102446_3
104102446,104102446_4
104102446,104102446_5
104146882,104146882_1
104146882,104146882_2
104146882,104146882_3
104146882,104146882_5
104146882,104146882_7
104146882,104146882_8
104154009,104154009_2
104154009,104154009_6
104184027,104184027_1
104184027,104184027_2
104184027,104184027_3
104184027,104184027_4
104184027,104184027_5
104184027,104184027_6
104184027,104184027_7
104187176,104187176_1
104187176,104187176_2
104187176,104187176_3
104187176,104187176_7
104187176,104187176_8
104189368,104189368_1
104189368,104189368_3
104189368,104189368_5
104189945,104189945_1
104189945,104189945_4
104189945,104189945_5
104193435,104193435_1
104193435,104193435_2
104193435,104193435_3
104197217,104197217_1
104197217,104197217_2
104197217,104197217_4
104197217,104197217_5
104197217,104197217_7
104197217,104197217_8
104201622,104201622_1
104201622,104201622_3
104201622,104201622_4
104201622,104201622_5
104201622,104201622_6
104201622,104201622_7
104209697,104209697_1
104209697,104209697_2
104209697,104209697_3
104209697,104209697_4
104217338,104217338_2
104217338,104217338_3
104217338,104217338_5
104217338,104217338_6
104217338,104217338_8
104218196,104218196_1
104218196,104218196_2
104218196,104218196_4
104218196,104218196_5
104220125,104220125_4
104220125,104220125_5
104220125,104220125_6
104254430,104254430_1
104254430,104254430_2
104254430,104254430_4
104254430,104254430_5
104254430,104254430_6
104254430,104254430_7
104254430,104254430_8
104286765,104286765_1
104286765,104286765_3
104286765,104286765_4
104286765,104286765_5
104286765,104286765_7
104305362,104305362_1
104305362,104305362_3
104305362,104305362_4
104305362,104305362_7
104305362,104305362_8
104313006,104313006_1
104313006,104313006_2
104313006,104313006_3
104313006,104313006_4
104313006,104313006_5
104313006,104313006_6
104313006,104313006_7
104315485,104315485_1
104315485,104315485_2
104315485,104315485_3
104315485,104315485_5
104315485,104315485_6
104318013,104318013_1
104318013,104318013_2
104318013,104318013_3
104318013,104318013_4
104318013,104318013_5
104318013,104318013_6
104330530,104330530_1
104330530,104330530_2
104330530,104330530_3
104344148,104344148_2
104344148,104344148_4
104344148,104344148_5
104344148,104344148_6
104344148,104344148_8
104358881,104358881_1
104358881,104358881_5
104358881,104358881_6
104358881,104358881_7
104372191,104372191_2
104372191,104372191_3
104372191,104372191_4
104372191,104372191_5
104372191,104372191_8
104387290,104387290_1
104387290,104387290_2
104387290,104387290_3
104387290,104387290_4
104387290,104387290_5
104389752,104389752_1
104389752,104389752_3
104389752,104389752_5
104389752,104389752_6
104389752,104389752_7
104389752,104389752_8
104404042,104404042_1
104404042,104404042_2
104404042,104404042_3
104404042,104404042_4
104404042,104404042_5
104406514,104406514_1
104406514,104406514_5
104406514,104406514_6
104409386,104409386_3
104409386,104409386_5
104443919,104443919_2
104443919,104443919_3
104443919,104443919_4
104443919,104443919_5
104450226,104450226_1
104450226,104450226_2
104450226,104450226_3
104450226,104450226_4
104450226,104450226_7
104450226,104450226_8
104464144,104464144_1
104464144,104464144_2
104464144,104464144_3
104464144,104464144_4
104464144,104464144_6
104464144,104464144_7
104464144,104464144_8
104468877,104468877_1
104468877,104468877_3
104468877,104468877_5
104571873,104571873_1
104571873,104571873_3
104571873,104571873_4
104571873,104571873_6
104579719,104579719_3
104579719,104579719_5
